,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
16,SPY210305P00270000,2021-02-26 20:47:52,270.0,0.01,0.0,0.01,-0.01,-50.0,5.0,1918,1.9375003125,False,REGULAR,USD
17,SPY210305P00275000,2021-03-04 18:50:46,275.0,0.01,0.0,0.01,0.0,0.0,80.0,962,1.875000625,False,REGULAR,USD
18,SPY210305P00280000,2021-02-26 20:11:07,280.0,0.01,0.0,0.01,0.0,0.0,300.0,821,1.75000125,False,REGULAR,USD
19,SPY210305P00285000,2021-03-01 17:03:36,285.0,0.01,0.0,0.01,0.0,0.0,1.0,464,1.65625171875,False,REGULAR,USD
20,SPY210305P00290000,2021-03-04 14:30:00,290.0,0.01,0.0,0.01,0.0,0.0,135.0,341,1.5625021874999998,False,REGULAR,USD
21,SPY210305P00295000,2021-03-04 18:53:01,295.0,0.01,0.0,0.01,0.0,0.0,2.0,17703,1.46875265625,False,REGULAR,USD
22,SPY210305P00300000,2021-03-04 18:51:17,300.0,0.01,0.0,0.01,0.0,0.0,13.0,4004,1.3750031249999999,False,REGULAR,USD
23,SPY210305P00305000,2021-03-01 15:47:35,305.0,0.01,0.0,0.01,0.0,0.0,1162.0,18318,1.2812535937499998,False,REGULAR,USD
24,SPY210305P00310000,2021-03-03 15:04:55,310.0,0.01,0.0,0.01,0.0,0.0,3.0,1497,1.1875040625,False,REGULAR,USD
25,SPY210305P00315000,2021-03-04 19:04:31,315.0,0.01,0.0,0.01,-0.01,-50.0,518.0,23819,1.09375453125,False,REGULAR,USD
26,SPY210305P00320000,2021-03-04 20:32:53,320.0,0.01,0.0,0.01,0.0,0.0,836.0,45190,1.000005,False,REGULAR,USD
27,SPY210305P00325000,2021-03-04 20:18:54,325.0,0.01,0.0,0.01,0.0,0.0,365.0,1997,0.9062509375,False,REGULAR,USD
28,SPY210305P00330000,2021-03-04 20:35:19,330.0,0.01,0.0,0.01,0.0,0.0,756.0,3634,0.8281267187499999,False,REGULAR,USD
29,SPY210305P00335000,2021-03-04 20:41:25,335.0,0.01,0.0,0.01,0.0,0.0,991.0,27042,0.7500025,False,REGULAR,USD
30,SPY210305P00338000,2021-03-04 20:58:36,338.0,0.01,0.0,0.01,0.0,0.0,101.0,760,0.6875031250000001,False,REGULAR,USD
31,SPY210305P00339000,2021-03-04 20:49:02,339.0,0.01,0.0,0.01,-0.01,-50.0,186.0,1476,0.6718782812500002,False,REGULAR,USD
32,SPY210305P00340000,2021-03-04 21:11:16,340.0,0.01,0.0,0.01,-0.01,-50.0,380.0,3686,0.6562534375000001,False,REGULAR,USD
33,SPY210305P00341000,2021-03-04 21:12:16,341.0,0.01,0.01,0.02,-0.01,-50.0,183.0,2043,0.710940390625,False,REGULAR,USD
34,SPY210305P00342000,2021-03-04 21:05:34,342.0,0.01,0.01,0.02,-0.01,-50.0,620.0,856,0.6875031250000001,False,REGULAR,USD
35,SPY210305P00343000,2021-03-04 21:12:38,343.0,0.01,0.01,0.02,-0.01,-50.0,842.0,1126,0.6718782812500002,False,REGULAR,USD
36,SPY210305P00344000,2021-03-04 20:11:29,344.0,0.02,0.01,0.02,0.0,0.0,442.0,2034,0.6562534375000001,False,REGULAR,USD
37,SPY210305P00345000,2021-03-04 21:09:03,345.0,0.02,0.01,0.02,0.0,0.0,294.0,2344,0.632816171875,False,REGULAR,USD
38,SPY210305P00346000,2021-03-04 21:12:02,346.0,0.02,0.01,0.02,-0.01,-33.333336,363.0,1294,0.6171913281250001,False,REGULAR,USD
39,SPY210305P00347000,2021-03-04 21:12:23,347.0,0.02,0.01,0.02,-0.01,-33.333336,1746.0,1322,0.5937540625000001,False,REGULAR,USD
40,SPY210305P00348000,2021-03-04 21:05:02,348.0,0.02,0.02,0.03,0.0,0.0,809.0,3061,0.6093789062500001,False,REGULAR,USD
41,SPY210305P00349000,2021-03-04 19:39:57,349.0,0.03,0.02,0.03,0.01,50.0,312.0,3885,0.5937540625000001,False,REGULAR,USD
42,SPY210305P00350000,2021-03-04 21:02:24,350.0,0.02,0.02,0.03,-0.02,-50.0,13129.0,23699,0.570316796875,False,REGULAR,USD
43,SPY210305P00351000,2021-03-04 21:08:08,351.0,0.02,0.02,0.03,-0.02,-50.0,3961.0,2602,0.5546919531250001,False,REGULAR,USD
44,SPY210305P00352000,2021-03-04 20:31:36,352.0,0.04,0.03,0.04,0.0,0.0,710.0,1537,0.5546919531250001,False,REGULAR,USD
45,SPY210305P00352500,2021-03-04 20:56:23,352.5,0.05,0.03,0.04,0.0,0.0,347.0,12727,0.5429733203125001,False,REGULAR,USD
46,SPY210305P00353000,2021-03-04 21:13:34,353.0,0.03,0.03,0.04,-0.020000001,-40.000004,1790.0,4796,0.5351608984375,False,REGULAR,USD
47,SPY210305P00354000,2021-03-04 21:00:27,354.0,0.05,0.04,0.05,0.0,0.0,813.0,2558,0.5312546875,False,REGULAR,USD
48,SPY210305P00355000,2021-03-04 21:14:12,355.0,0.05,0.05,0.06,-0.009999998,-16.666664,4924.0,8946,0.52539537109375,False,REGULAR,USD
49,SPY210305P00356000,2021-03-04 21:14:12,356.0,0.06,0.05,0.06,0.0,0.0,4154.0,2689,0.5039112109375,False,REGULAR,USD
50,SPY210305P00357000,2021-03-04 21:03:52,357.0,0.06,0.06,0.07,-0.02,-25.0,1779.0,2453,0.500005,False,REGULAR,USD
51,SPY210305P00357500,2021-03-04 21:01:27,357.5,0.07,0.07,0.08,-0.020000003,-22.222225,1778.0,2612,0.49805189453125004,False,REGULAR,USD
52,SPY210305P00358000,2021-03-04 21:13:53,358.0,0.08,0.08,0.09,-0.010000005,-11.111116,6388.0,2822,0.49609878906250005,False,REGULAR,USD
53,SPY210305P00359000,2021-03-04 21:13:31,359.0,0.09,0.09,0.1,-0.019999996,-18.181814,6619.0,10326,0.481450498046875,False,REGULAR,USD
54,SPY210305P00360000,2021-03-04 21:14:40,360.0,0.1,0.1,0.11,-0.029999994,-23.07692,65750.0,33703,0.46582565429687506,False,REGULAR,USD
55,SPY210305P00361000,2021-03-04 21:11:09,361.0,0.13,0.12,0.13,-0.010000005,-7.1428614,6126.0,2873,0.45508357421875,False,REGULAR,USD
56,SPY210305P00362000,2021-03-04 21:11:03,362.0,0.15,0.15,0.16,-0.00999999,-6.2499943,7659.0,2714,0.44824770507812495,False,REGULAR,USD
57,SPY210305P00362500,2021-03-04 21:13:03,362.5,0.17,0.16,0.17,-0.019999996,-10.526314,5100.0,3343,0.4414118359375,False,REGULAR,USD
58,SPY210305P00363000,2021-03-04 21:14:55,363.0,0.18,0.18,0.19,-0.019999996,-9.999998,18198.0,4531,0.43848217773437503,False,REGULAR,USD
59,SPY210305P00364000,2021-03-04 21:14:31,364.0,0.22,0.22,0.23,-0.019999996,-8.333332,18591.0,4955,0.42969320312500003,False,REGULAR,USD
60,SPY210305P00365000,2021-03-04 21:14:47,365.0,0.27,0.26,0.27,-0.00999999,-3.571425,63303.0,10376,0.41797457031249996,False,REGULAR,USD
61,SPY210305P00366000,2021-03-04 21:14:14,366.0,0.31,0.32,0.33,-0.02000001,-6.0606093,27566.0,3874,0.4096738720703125,False,REGULAR,USD
62,SPY210305P00367000,2021-03-04 21:14:45,367.0,0.4,0.39,0.41,0.0,0.0,20219.0,3891,0.40332627929687503,False,REGULAR,USD
63,SPY210305P00367500,2021-03-04 21:10:47,367.5,0.44,0.43,0.44,0.00999999,2.3255792,8611.0,8445,0.39649041015625003,False,REGULAR,USD
64,SPY210305P00368000,2021-03-04 21:14:54,368.0,0.47,0.48,0.49,0.02000001,4.4444466,30925.0,17696,0.3930724755859375,False,REGULAR,USD
65,SPY210305P00369000,2021-03-04 21:14:52,369.0,0.58,0.59,0.61,0.00999999,1.7543843,20652.0,14458,0.387701435546875,False,REGULAR,USD
66,SPY210305P00370000,2021-03-04 21:14:52,370.0,0.74,0.73,0.75,0.09000003,13.846159,223941.0,27813,0.3813538427734374,False,REGULAR,USD
67,SPY210305P00371000,2021-03-04 21:14:40,371.0,0.91,0.9,0.92,0.110000014,13.750002,31472.0,6949,0.37525038818359374,False,REGULAR,USD
68,SPY210305P00372000,2021-03-04 21:14:55,372.0,1.09,1.1,1.12,0.16000003,17.204304,60960.0,8133,0.3684145190429688,False,REGULAR,USD
69,SPY210305P00372500,2021-03-04 21:14:27,372.5,1.23,1.22,1.24,0.24000001,24.242424,46168.0,4712,0.36597313720703123,False,REGULAR,USD
70,SPY210305P00373000,2021-03-04 21:14:37,373.0,1.36,1.34,1.37,0.28999996,27.102798,55333.0,7890,0.3635317553710938,False,REGULAR,USD
71,SPY210305P00374000,2021-03-04 21:14:56,374.0,1.62,1.62,1.65,0.37,29.6,62270.0,8789,0.3566958862304687,False,REGULAR,USD
72,SPY210305P00375000,2021-03-04 21:14:51,375.0,1.93,1.95,1.98,0.4699999,32.191772,163626.0,41340,0.3501041552734374,False,REGULAR,USD
73,SPY210305P00376000,2021-03-04 21:14:53,376.0,2.31,2.32,2.35,0.63,37.5,58086.0,7030,0.34180345703125,False,REGULAR,USD
74,SPY210305P00377000,2021-03-04 21:14:47,377.0,2.75,2.75,2.79,0.80999994,41.752575,97184.0,13473,0.33521172607421873,True,REGULAR,USD
75,SPY210305P00377500,2021-03-04 21:14:13,377.5,2.98,2.99,3.02,0.9000001,43.269238,21763.0,9077,0.3303289624023437,True,REGULAR,USD
76,SPY210305P00378000,2021-03-04 21:14:26,378.0,3.25,3.24,3.27,1.04,47.058823,77402.0,15679,0.3259344750976562,True,REGULAR,USD
77,SPY210305P00379000,2021-03-04 21:14:53,379.0,3.76,3.77,3.82,1.21,47.450985,44946.0,10668,0.317389638671875,True,REGULAR,USD
78,SPY210305P00380000,2021-03-04 21:14:45,380.0,4.39,4.37,4.43,1.4899998,51.3793,149181.0,34087,0.3078682495117187,True,REGULAR,USD
79,SPY210305P00381000,2021-03-04 21:13:38,381.0,5.05,5.04,5.1,1.7700002,53.963425,43494.0,15816,0.2971261694335937,True,REGULAR,USD
80,SPY210305P00382000,2021-03-04 21:12:28,382.0,5.8,5.76,5.83,2.1100001,57.181572,53652.0,10713,0.2846751220703124,True,REGULAR,USD
81,SPY210305P00382500,2021-03-04 21:03:11,382.5,6.3,6.15,6.21,2.3500001,59.49367,19635.0,3577,0.27637442382812494,True,REGULAR,USD
82,SPY210305P00383000,2021-03-04 21:11:01,383.0,6.74,6.54,6.61,2.5299997,60.095005,30341.0,14002,0.26807372558593745,True,REGULAR,USD
83,SPY210305P00384000,2021-03-04 21:14:25,384.0,7.4,7.37,7.44,2.6600003,56.118156,16497.0,12958,0.243171630859375,True,REGULAR,USD
84,SPY210305P00385000,2021-03-04 21:13:29,385.0,8.24,8.24,8.32,2.8999996,54.30711,16766.0,14955,0.1914143359375,True,REGULAR,USD
85,SPY210305P00386000,2021-03-04 21:00:15,386.0,9.64,9.08,9.3,3.6700006,61.47405,4520.0,7996,0.12500875,True,REGULAR,USD
86,SPY210305P00387000,2021-03-04 21:00:14,387.0,10.6,10.04,10.18,3.9500003,59.398502,55579.0,7288,1.0000000000000003e-05,True,REGULAR,USD
87,SPY210305P00387500,2021-03-04 20:40:16,387.5,11.42,10.52,10.71,4.57,66.71533,961.0,1975,1.0000000000000003e-05,True,REGULAR,USD
88,SPY210305P00388000,2021-03-04 21:14:27,388.0,11.14,10.97,11.19,3.7100005,49.932713,1794.0,5523,1.0000000000000003e-05,True,REGULAR,USD
89,SPY210305P00389000,2021-03-04 21:05:56,389.0,11.86,11.94,12.16,3.6499996,44.457973,1663.0,5155,1.0000000000000003e-05,True,REGULAR,USD
90,SPY210305P00390000,2021-03-04 21:05:56,390.0,12.84,12.92,13.14,3.7600002,41.409695,3576.0,10805,1.0000000000000003e-05,True,REGULAR,USD
91,SPY210305P00391000,2021-03-04 20:42:27,391.0,15.0,13.91,14.13,4.9799995,49.700592,584.0,2395,1.0000000000000003e-05,True,REGULAR,USD
92,SPY210305P00392000,2021-03-04 20:42:27,392.0,16.14,14.9,15.12,5.169999,47.12852,633.0,2193,1.0000000000000003e-05,True,REGULAR,USD
93,SPY210305P00392500,2021-03-04 20:55:53,392.5,16.62,15.39,15.62,5.4300013,48.525482,41.0,574,1.0000000000000003e-05,True,REGULAR,USD
94,SPY210305P00393000,2021-03-04 20:13:42,393.0,17.93,15.89,16.11,6.04,50.79899,176.0,1230,1.0000000000000003e-05,True,REGULAR,USD
95,SPY210305P00394000,2021-03-04 21:14:06,394.0,16.99,16.89,17.11,4.3999996,34.948368,71.0,981,1.0000000000000003e-05,True,REGULAR,USD
96,SPY210305P00395000,2021-03-04 21:14:06,395.0,17.97,17.88,18.11,4.549999,33.904613,236.0,2039,1.0000000000000003e-05,True,REGULAR,USD
97,SPY210305P00396000,2021-03-04 19:22:39,396.0,18.53,18.88,19.11,4.8500004,35.453217,81.0,786,1.0000000000000003e-05,True,REGULAR,USD
98,SPY210305P00397000,2021-03-04 14:58:48,397.0,15.7,19.88,20.1,0.7399998,4.946522,47.0,3564,1.0000000000000003e-05,True,REGULAR,USD
99,SPY210305P00397500,2021-03-04 20:49:57,397.5,21.15,20.38,20.6,6.8899994,48.316963,51.0,531,1.0000000000000003e-05,True,REGULAR,USD
100,SPY210305P00398000,2021-03-04 17:50:30,398.0,21.14,20.88,21.1,4.7199993,28.745428,47.0,466,1.0000000000000003e-05,True,REGULAR,USD
101,SPY210305P00399000,2021-03-04 20:14:02,399.0,23.81,21.68,22.27,6.379999,36.603554,6.0,619,1.0000000000000003e-05,True,REGULAR,USD
102,SPY210305P00400000,2021-03-04 20:20:08,400.0,25.02,22.68,23.27,6.59,35.75692,55.0,574,1.0000000000000003e-05,True,REGULAR,USD
103,SPY210305P00401000,2021-03-04 19:48:50,401.0,23.84,23.66,24.27,7.09,42.328358,7.0,92,1.0000000000000003e-05,True,REGULAR,USD
104,SPY210305P00402000,2021-03-04 17:37:42,402.0,22.49,24.68,25.27,7.21,47.185863,16.0,62,1.0000000000000003e-05,True,REGULAR,USD
105,SPY210305P00402500,2021-02-19 19:29:38,402.5,13.18,25.18,25.77,0.0,0.0,15.0,14,1.0000000000000003e-05,True,REGULAR,USD
106,SPY210305P00403000,2021-03-02 21:05:22,403.0,20.82,25.68,26.27,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
107,SPY210305P00404000,2021-03-02 20:56:31,404.0,27.18,26.72,27.27,10.059999,58.761673,2.0,27,1.0000000000000003e-05,True,REGULAR,USD
108,SPY210305P00405000,2021-02-26 15:25:39,405.0,23.74,27.68,28.27,3.2800007,16.031284,3.0,61,1.0000000000000003e-05,True,REGULAR,USD
109,SPY210305P00406000,2021-03-04 17:25:56,406.0,25.67,28.68,29.28,9.129999,55.19951,5.0,0,1.0000000000000003e-05,True,REGULAR,USD
110,SPY210305P00407000,2021-02-18 20:55:40,407.0,31.0,29.68,30.28,11.0,55.0,2.0,6,1.0000000000000003e-05,True,REGULAR,USD
111,SPY210305P00407500,2021-02-18 20:55:45,407.5,16.93,30.18,30.78,0.0,0.0,4.0,13,1.0000000000000003e-05,True,REGULAR,USD
112,SPY210305P00408000,2021-02-25 20:52:02,408.0,18.46,30.68,31.28,0.0,0.0,6.0,2,1.0000000000000003e-05,True,REGULAR,USD
113,SPY210305P00409000,2021-03-03 20:17:10,409.0,31.7,31.72,32.28,5.9400005,23.059008,1.0,52,1.0000000000000003e-05,True,REGULAR,USD
114,SPY210305P00410000,2021-03-03 20:50:05,410.0,27.25,32.68,33.28,0.0,0.0,11.0,104,1.0000000000000003e-05,True,REGULAR,USD
115,SPY210305P00411000,2021-02-26 21:00:01,411.0,31.8,33.68,34.28,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
116,SPY210305P00412000,2021-03-02 20:11:04,412.0,32.49,34.68,35.28,9.810001,43.253975,9.0,1,1.0000000000000003e-05,True,REGULAR,USD
117,SPY210305P00413000,2021-02-17 20:56:12,413.0,29.81,35.68,36.27,4.869999,19.52686,5.0,51,1.0000000000000003e-05,True,REGULAR,USD
118,SPY210305P00414000,2021-02-22 17:29:25,414.0,34.49,36.68,37.27,8.520002,32.807095,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
119,SPY210305P00415000,2021-02-17 20:43:02,415.0,22.61,37.68,38.27,0.0,0.0,,8,1.0000000000000003e-05,True,REGULAR,USD
120,SPY210305P00416000,2021-02-16 16:52:57,416.0,23.82,38.68,39.27,0.0,0.0,58.0,10,1.0000000000000003e-05,True,REGULAR,USD
121,SPY210305P00418000,2021-02-16 18:14:08,418.0,25.12,40.68,41.27,0.0,0.0,,12,1.0000000000000003e-05,True,REGULAR,USD
122,SPY210305P00420000,2021-03-02 19:11:12,420.0,31.44,42.68,43.27,0.0,0.0,50.0,82,1.0000000000000003e-05,True,REGULAR,USD
123,SPY210305P00421000,2021-03-04 18:34:08,421.0,45.41,43.68,44.27,6.869999,17.825632,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
124,SPY210305P00425000,2021-02-25 14:36:57,425.0,42.63,47.68,48.27,9.27,27.787771,67.0,100,1.0000000000000003e-05,True,REGULAR,USD
125,SPY210305P00429000,2021-02-25 20:14:35,429.0,46.21,51.68,52.27,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
126,SPY210305P00430000,2021-02-17 20:55:44,430.0,47.58,52.68,53.27,0.0,0.0,4.0,30,1.0000000000000003e-05,True,REGULAR,USD
127,SPY210305P00435000,2021-02-11 19:45:39,435.0,45.4,57.68,58.27,0.0,0.0,20.0,1,1.0000000000000003e-05,True,REGULAR,USD
128,SPY210305P00440000,2021-01-28 14:48:31,440.0,62.43,59.56,60.51,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
129,SPY210305P00445000,2021-01-28 14:48:31,445.0,67.43,64.56,65.51,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
130,SPY210305P00455000,2021-02-08 16:41:34,455.0,66.5,77.68,78.27,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
131,SPY210305P00460000,2021-01-28 14:48:31,460.0,82.42,79.56,80.51,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
132,SPY210305P00490000,2021-02-16 05:02:08,490.0,98.75,112.68,113.27,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
